Actives file,Results file,Total ligands(actives+decoys),Total actives,Number of ranked actives,BEDROC(alpha=160.9),BEDROC(alpha=160.9) alpha*Ra,BEDROC(alpha=20.0),BEDROC(alpha=20.0) alpha*Ra,BEDROC(alpha=8.0),BEDROC(alpha=8.0) alpha*Ra,ROC,RIE,Area under accumulation curve,Ave. Num. of outranking decoys,# Actives 1%,# Actives 2%,# Actives 5%,# Actives 10%,# Actives 20%,% Actives 1%,% Actives 2%,% Actives 5%,% Actives 10%,% Actives 20%,# Actives 1%*,# Actives 2%*,# Actives 5%*,# Actives 10%*,# Actives 20%*,% Actives 1%*,% Actives 2%*,% Actives 5%*,% Actives 10%*,% Actives 20%*,EF 1%,EF 2%,EF 5%,EF 10%,EF 20%,EF* 1%,EF* 2%,EF* 5%,EF* 10%,EF* 20%,EF' 1%,EF' 2%,EF' 5%,EF' 10%,EF' 20%,DEF 1%,DEF 2%,DEF 5%,DEF 10%,DEF 20%,DEF* 1%,DEF* 2%,DEF* 5%,DEF* 10%,DEF* 20%,DEF' 1%,DEF' 2%,DEF' 5%,DEF' 10%,DEF' 20%,Eff 1%,Eff 2%,Eff 5%,Eff 10%,Eff 20%,EF 40% actives,EF 50% actives,EF 60% actives,EF 70% actives,EF 80% actives,EF 90% actives,EF 100% actives,EF* 40% actives,EF* 50% actives,EF* 60% actives,EF* 70% actives,EF* 80% actives,EF* 90% actives,EF* 100% actives,EF' 40% actives,EF' 50% actives,EF' 60% actives,EF' 70% actives,EF' 80% actives,EF' 90% actives,EF' 100% actives,FOD 40% actives,FOD 50% actives,FOD 60% actives,FOD 70% actives,FOD 80% actives,FOD 90% actives,FOD 100% actives
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_Apo.mae,1030,30,30,0.802656958294,4.68640776699,0.695957813402,0.582524271845,0.766261319298,0.233009708738,0.9107,10.5497596598,0.898737864078,88.8,7,14,21,23,26,23.3333333333,46.6666666667,70.0,76.6666666667,86.6666666667,15,17,21,24,26,50.0,56.6666666667,70.0,80.0,86.6666666667,24,25,14,7.7,4.3,50,28,14,8,4.3,89,55,28,15,8.4,24,24,14,7.7,4.3,50,28,14,8,4.3,89,55,28,15,8.4,0.961,0.932,0.867,0.778,0.625,27,25,15,14,7,3.9,1.2,1.3e+02,83,25,23,8.6,4.2,1.2,1.1e+02,1e+02,47,40,16,7.9,2.3,0.001,0.002,0.005,0.008,0.02,0.03,0.09
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_ATP.mae,1030,30,30,0.204827406056,4.68640776699,0.200120562982,0.582524271845,0.273179764267,0.233009708738,0.570233333333,3.03355150203,0.568187702265,429.266666667,2,3,6,7,11,6.66666666667,10.0,20.0,23.3333333333,36.6666666667,2,3,6,7,11,6.66666666667,10.0,20.0,23.3333333333,36.6666666667,6.9,4.9,4,2.3,1.8,6.7,5,4,2.3,1.8,7.4,6.9,5.4,3.7,2.7,6.4,4.8,3.9,2.3,1.8,6.2,4.9,4,2.3,1.8,6.9,6.8,5.3,3.7,2.7,0.739,0.667,0.6,0.4,0.294,1.6,1.1,1.2,1.3,1.1,0.96,1,1.6,1.1,1.2,1.3,1.1,0.96,1,2.4,1.7,1.6,1.6,1.5,1.3,1.3,0.08,0.1,0.2,0.3,0.3,0.4,0.4
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_ATU.mae,1030,30,30,0.782662219637,4.68640776699,0.547372441023,0.582524271845,0.578424641715,0.233009708738,0.8063,8.29741055323,0.797378640777,193.2,8,12,15,17,18,26.6666666667,40.0,50.0,56.6666666667,60.0,12,14,15,17,18,40.0,46.6666666667,50.0,56.6666666667,60.0,27,20,9.9,5.7,3,40,23,10,5.7,3,69,43,20,11,5.9,27,19,9.8,5.7,3,40,23,9.9,5.7,3,69,42,20,11,5.9,0.951,0.918,0.818,0.7,0.5,22,12,4.4,2.1,1.8,1.8,1.2,57,17,4.9,2.2,1.8,1.9,1.2,81,32,9,3.9,3.1,2.9,2,0.002,0.005,0.02,0.06,0.1,0.1,0.2
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_B49.mae,1030,30,30,0.561149973718,4.68640776699,0.42463682245,0.582524271845,0.487952769233,0.233009708738,0.721066666667,6.43690802586,0.714627831715,278.433333333,5,7,12,13,18,16.6666666667,23.3333333333,40.0,43.3333333333,60.0,5,9,12,13,18,16.6666666667,30.0,40.0,43.3333333333,60.0,17,13,7.9,4.3,3,17,15,8,4.3,3,35,24,15,8.6,5.2,17,13,7.8,4.3,3,16,15,7.9,4.3,3,33,23,14,8.4,5.1,0.887,0.875,0.778,0.625,0.5,11,4.1,3,1.6,1.4,1.1,1,15,4.5,3.2,1.6,1.4,1.1,1,20,7.8,5.4,2.8,2.3,1.9,1.6,0.01,0.03,0.05,0.09,0.1,0.2,0.3
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_DRN.mae,1030,30,30,0.726562778068,4.68640776699,0.603548495204,0.582524271845,0.687977210692,0.233009708738,0.882166666667,9.14896197731,0.871035598706,117.333333333,8,13,15,21,24,26.6666666667,43.3333333333,50.0,70.0,80.0,13,14,18,21,25,43.3333333333,46.6666666667,60.0,70.0,83.3333333333,27,21,9.9,7,4,43,23,12,7,4.2,80,49,22,13,7.6,27,21,9.9,7,4,43,23,12,7,4.2,79,49,22,13,7.6,0.955,0.918,0.846,0.75,0.613,24,11,9.8,7.9,4.1,2.6,1.2,80,16,13,10,4.5,2.7,1.2,98,32,24,17,8.4,5,2.3,0.002,0.005,0.01,0.02,0.03,0.06,0.1
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_IQB.mae,1030,30,30,0.518206398814,4.68640776699,0.328779272666,0.582524271845,0.370649667882,0.233009708738,0.595666666667,4.98383991316,0.5928802589,403.833333333,5,7,8,10,12,16.6666666667,23.3333333333,26.6666666667,33.3333333333,40.0,7,7,9,10,12,23.3333333333,23.3333333333,30.0,33.3333333333,40.0,17,11,5.3,3.3,2,23,12,6,3.3,2,37,23,11,6.2,3.7,17,11,5.3,3.3,2,23,12,6,3.3,2,37,23,11,6.2,3.7,0.918,0.842,0.714,0.538,0.333,3,2,1.4,0.97,0.96,0.95,1,3.2,2,1.4,0.97,0.96,0.94,1,5.1,3.1,2.2,1.6,1.5,1.4,1.3,0.03,0.08,0.1,0.2,0.3,0.3,0.4
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_L20.mae,1030,30,30,0.742300343881,4.68640776699,0.490708326121,0.582524271845,0.524856166883,0.233009708738,0.7505,7.43846080244,0.743203883495,249.0,7,11,14,14,18,23.3333333333,36.6666666667,46.6666666667,46.6666666667,60.0,11,11,14,15,18,36.6666666667,36.6666666667,46.6666666667,50.0,60.0,24,18,9.2,4.7,3,37,18,9.3,5,3,58,36,17,9.3,5.3,23,18,9,4.6,3,36,18,9.1,4.9,3,57,35,17,9.1,5.2,0.947,0.897,0.806,0.667,0.5,12,4.5,3.2,1.4,1.5,1.5,1.2,19,5.1,3.4,1.4,1.5,1.5,1.2,34,9.4,5.7,2.5,2.4,2.2,1.9,0.003,0.01,0.04,0.09,0.1,0.2,0.2
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_LI8.mae,1030,30,30,0.546265129458,4.68640776699,0.291227148026,0.582524271845,0.345939816085,0.233009708738,0.646166666667,4.41460154851,0.641909385113,353.333333333,5,7,7,7,13,16.6666666667,23.3333333333,23.3333333333,23.3333333333,43.3333333333,6,7,7,7,13,20.0,23.3333333333,23.3333333333,23.3333333333,43.3333333333,17,11,4.6,2.3,2.2,20,12,4.7,2.3,2.2,31,21,9.4,4.7,3.2,17,11,4.5,2.3,2.1,19,11,4.5,2.3,2.1,30,20,9.1,4.6,3.2,0.905,0.842,0.647,0.4,0.368,2.5,1.9,1.6,1.3,1.1,1.1,1,2.6,1.9,1.6,1.3,1.1,1.1,1.1,3.6,2.8,2.3,1.9,1.7,1.6,1.5,0.05,0.09,0.1,0.2,0.2,0.3,0.4
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_PP1.mae,1030,30,30,0.623800009344,4.68640776699,0.401295372724,0.582524271845,0.455059373564,0.233009708738,0.694966666667,6.08308387348,0.68928802589,304.533333333,7,9,10,12,15,23.3333333333,30.0,33.3333333333,40.0,50.0,9,9,11,12,16,30.0,30.0,36.6666666667,40.0,53.3333333333,24,15,6.6,4,2.5,30,15,7.3,4,2.7,57,33,14,7.6,4.6,24,14,6.5,3.9,2.5,30,15,7.2,3.9,2.6,56,33,13,7.5,4.5,0.935,0.875,0.76,0.6,0.455,4.3,3.2,2.1,1.9,1.4,0.99,1,4.8,3.4,2.2,1.9,1.4,0.99,1,8.8,5.7,3.6,3,2.3,1.6,1.6,0.02,0.04,0.07,0.1,0.2,0.2,0.3
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_PP2.mae,1030,30,30,0.582677163778,4.68640776699,0.437025828733,0.582524271845,0.487747904917,0.233009708738,0.723433333333,6.6247082567,0.716925566343,276.066666667,7,9,12,14,16,23.3333333333,30.0,40.0,46.6666666667,53.3333333333,8,9,13,14,17,26.6666666667,30.0,43.3333333333,46.6666666667,56.6666666667,24,15,7.9,4.7,2.7,27,15,8.7,4.7,2.8,46,30,15,9.1,5,24,15,7.9,4.7,2.7,27,15,8.7,4.7,2.8,46,30,15,9.1,5,0.928,0.875,0.793,0.647,0.478,8.8,3.1,2.8,1.6,1.4,1.2,1,11,3.3,3,1.6,1.4,1.3,1,19,6.2,4.9,2.8,2.3,2,1.6,0.009,0.02,0.05,0.1,0.1,0.2,0.3
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_PVB.mae,1030,30,30,0.281906860421,4.68640776699,0.307394525454,0.582524271845,0.402139225801,0.233009708738,0.6377,4.65967666944,0.633689320388,361.8,3,4,8,13,15,10.0,13.3333333333,26.6666666667,43.3333333333,50.0,3,5,9,13,15,10.0,16.6666666667,30.0,43.3333333333,50.0,10,6.5,5.3,4.3,2.5,10,8.3,6,4.3,2.5,16,12,8.3,6.3,4.2,9.9,6.3,5.1,4.3,2.5,9.6,8,5.8,4.3,2.5,15,11,8.1,6.2,4.2,0.818,0.786,0.714,0.625,0.429,4.3,2.9,2.3,1.1,1.1,0.93,1,4.8,3.1,2.4,1.1,1.1,0.93,1,6.8,4.8,3.7,1.9,1.7,1.4,1.4,0.03,0.05,0.08,0.1,0.2,0.3,0.4
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_STI.mae,1030,30,30,0.349864043706,4.68640776699,0.283510631015,0.582524271845,0.332652288844,0.233009708738,0.5811,4.29762980412,0.578737864078,418.4,4,6,7,9,12,13.3333333333,20.0,23.3333333333,30.0,40.0,4,6,8,9,12,13.3333333333,20.0,26.6666666667,30.0,40.0,14,9.8,4.6,3,2,13,10,5.3,3,2,18,15,8.7,5.5,3.5,13,9.6,4.5,3,2,13,9.8,5.2,3,2,18,15,8.6,5.4,3.5,0.86,0.818,0.684,0.5,0.333,2.8,1.1,1.1,1.1,1.1,1,1,3,1.1,1.1,1.1,1.1,1,1,4.4,1.8,1.6,1.5,1.4,1.3,1.3,0.04,0.1,0.2,0.2,0.3,0.4,0.4
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_STU.mae,1030,30,30,0.844045167131,4.68640776699,0.649807457827,0.582524271845,0.70640074318,0.233009708738,0.8577,9.85018398502,0.847281553398,141.8,9,14,17,20,23,30.0,46.6666666667,56.6666666667,66.6666666667,76.6666666667,14,17,18,21,24,46.6666666667,56.6666666667,60.0,70.0,80.0,31,23,11,6.7,3.8,47,28,12,7,4,88,55,25,13,7.6,30,23,11,6.7,3.8,46,28,12,7,4,87,54,24,13,7.6,0.958,0.932,0.846,0.75,0.6,24,20,10,6.2,3.9,1.4,1,80,45,14,7.4,4.3,1.4,1,1.3e+02,79,28,14,8,2.7,1.9,0.0008,0.002,0.005,0.01,0.03,0.07,0.1
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_TAK.mae,1030,30,30,0.10303186572,4.68640776699,0.241982627762,0.582524271845,0.346154321509,0.233009708738,0.651033333333,3.66812260884,0.646634304207,348.466666667,1,3,7,10,13,3.33333333333,10.0,23.3333333333,33.3333333333,43.3333333333,1,3,7,11,13,3.33333333333,10.0,23.3333333333,36.6666666667,43.3333333333,3.4,4.9,4.6,3.3,2.2,3.3,5,4.7,3.7,2.2,4.2,5.2,5.1,4.7,3.5,n/a,4.7,4.5,3.2,2.1,n/a,4.8,4.5,3.6,2.1,n/a,5.1,4.9,4.5,3.4,0.538,0.667,0.647,0.571,0.368,3,1.8,1.7,1.4,1.1,1,1,3.1,1.9,1.8,1.4,1.1,1,1,4.3,2.9,2.5,2.1,1.8,1.6,1.5,0.05,0.08,0.1,0.2,0.2,0.3,0.3
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_UCN.mae,1030,30,30,0.854514583534,4.68640776699,0.606363262055,0.582524271845,0.627957216168,0.233009708738,0.770466666667,9.19162995668,0.762588996764,229.033333333,9,14,16,19,20,30.0,46.6666666667,53.3333333333,63.3333333333,66.6666666667,15,15,17,19,21,50.0,50.0,56.6666666667,63.3333333333,70.0,31,25,11,6.3,3.3,50,25,11,6.3,3.5,93,54,22,12,6.5,31,24,10,6.3,3.3,50,25,11,6.3,3.5,92,54,22,12,6.5,0.961,0.923,0.838,0.727,0.556,26,25,6.6,3.5,1.4,1.1,1.1,1e+02,83,7.9,3.8,1.4,1.1,1.1,1.4e+02,1.2e+02,15,6.9,2.5,1.9,1.8,0.0007,0.001,0.009,0.03,0.09,0.2,0.2
 validationLib_actives_30_39_20110205.maegz,vsw-01-05_XP_VX6.mae,1030,30,30,0.501253557959,4.68640776699,0.378919122369,0.582524271845,0.444087323571,0.233009708738,0.719133333333,5.743890811,0.712750809061,280.366666667,5,8,9,12,16,16.6666666667,26.6666666667,30.0,40.0,53.3333333333,6,8,11,13,17,20.0,26.6666666667,36.6666666667,43.3333333333,56.6666666667,17,13,5.9,4,2.7,20,13,7.3,4.3,2.8,35,24,12,7.7,4.6,17,13,5.8,4,2.7,20,13,7.2,4.3,2.8,34,24,12,7.6,4.5,0.905,0.86,0.76,0.625,0.478,6.5,2.7,2.4,1.3,1.5,1.5,1.1,7.8,2.8,2.5,1.3,1.5,1.5,1.1,12,5,4.1,2.3,2.2,2.1,1.7,0.02,0.04,0.07,0.1,0.2,0.2,0.3

